id;name;host_id;host_name;neighbourhood_group;neighbourhood;latitude;longitude;room_type;price;minimum_nights;number_of_reviews;last_review;reviews_per_month;calculated_host_listings_count;availability_365
4001155;Cozy apartment in Jordaan @ canal;9661229;Lia;;Centrum-West;5237573;48787;Entire home/apt;99;1;17;15.01.17;0.39;2;0
4001594;Spacious apartment near Rijksmuseum;18476160;Hugo And Manon;;De Pijp - Rivierenbuurt;5235426;488698;Entire home/apt;120;7;8;10.07.17;0.14;1;0
4003352;Spacious modern apartment;14128312;Inge And Jannes;;Bos en Lommer;5237603;483929;Entire home/apt;104;3;29;03.11.18;0.59;1;0
4009850;Appartement in het veelzijdige Amsterdam-Noord;1351304;Han;;Oud-Noord;523828;491823;Entire home/apt;12;2;9;11.11.18;0.45;1;0
4010712;Comfortable Family Home.;11048184;Tineke;;Zuid;5235005;487061;Entire home/apt;400;3;16;08.06.19;0.27;1;15
4011691;Museumsquare Luxury Apartment;20800124;Jurjen;;Zuid;5235481;488109;Entire home/apt;168;3;84;16.06.19;Jan/82;3;267
4011762;130m2 3 bedroom 2 bathroom Jordaan apartment H3;5796250;Remco;;Centrum-West;5238444;488502;Entire home/apt;175;7;37;19.06.19;0.63;11;267
4012289;Charming design home next to RAI;20767848;Lorraine;;Buitenveldert - Zuidas;5233401;488587;Entire home/apt;160;3;27;16.06.19;0.46;1;362
4012629;Clean, Affordable, Close 2 Metro;20804709;Richard;;Watergraafsmeer;5234779;491723;Private room;59;20;59;06.06.19;01. Jan;1;305
4012915;Cozy Appertment next to Vondelpark;20805959;Pascal;;Zuid;523484;484849;Entire home/apt;75;1;0;;;1;0
4015174;Beautiful appartment in the center!;20817250;Niels;;Centrum-Oost;5235914;489047;Entire home/apt;99;2;89;28.12.18;Jan/52;1;0
4015335;Big and bright apartment with a stunning view;20819302;Justa;;Centrum-Oost;5237541;490461;Entire home/apt;400;3;0;;;2;0
4015468;Sunny Family Houseboat Amstel River;20819027;Joop J.J.;;Centrum-Oost;5236019;490465;Entire home/apt;135;4;49;18.06.19;0.85;1;6
4017262;Apartment nearby city centre;20830490;Lonneke;;De Baarsjes - Oud-West;5235975;485744;Entire home/apt;99;90;21;20.04.19;0.46;1;365
4020075;Dols- Apartment Kerkstraat;20842484;Anton;;Centrum-Oost;5236527;488604;Entire home/apt;169;1;32;21.03.18;0.55;1;0
4029316;Cosy Studio apartment;20889667;Jerome;;De Pijp - Rivierenbuurt;5235071;488784;Entire home/apt;150;4;29;20.05.19;0.68;1;0
4030603;Very spacious and light 3 bedroom appartment;17204783;Jennifer;;Zuid;5235163;486457;Entire home/apt;189;3;3;17.06.18;0.09;1;21
4035170;White Houseboat Prinsengracht;20921327;Hermann;;Centrum-West;5237774;488604;Entire home/apt;240;3;37;04.06.19;0.63;1;146
4035799;Trendy 1 BR loft in central Pijp;5335635;Quinty & Yore;;De Pijp - Rivierenbuurt;523585;490385;Entire home/apt;129;3;17;23.03.19;0.30;1;185
4043258;Spacious apartment (81m¬≤) + balcony facing South;20965087;Erwin;;Oostelijk Havengebied - Indische Buurt;523618;494454;Entire home/apt;100;2;44;30.06.19;0.95;1;9
4043288;TOPLOCATED room, private bath, 5 walkmins CS;436145;Riks;;Centrum-West;5237996;489281;Private room;100;2;81;03.07.19;Jan/38;5;19
4043626;Grand room with ensuite jacuzzi;15828426;Olivier;;Centrum-Oost;5236476;488238;Private room;119;2;66;24.05.19;Jan/14;3;10
4044318;Private room with a spacious lounge;19513916;Lilly;;De Pijp - Rivierenbuurt;5234358;489434;Private room;85;3;23;18.11.17;0.39;2;278
4044970;Cozy house in Amsterdam;571678;Tetske;;Oud-Noord;5239274;490855;Entire home/apt;90;4;18;02.05.19;0.31;1;169
4049420;Close to Vondelpark with Roofdeck & Bubblebath!;5336198;Themer;;De Baarsjes - Oud-West;52361;486199;Entire home/apt;149;3;13;04.05.18;0.23;1;0
4049668;SUNNY & sweet in AMSTERDAM east;4588881;Stefan;;Oostelijk Havengebied - Indische Buurt;5236523;493606;Entire home/apt;90;3;72;09.06.19;Jan/24;1;107
4051748;Garden Room 4P with nice garden near RAI & Centre;21010247;Arjan;;De Pijp - Rivierenbuurt;5234354;489584;Private room;140;1;218;04.07.19;Apr/45;1;256
4052229;Stay in the Heart of Amsterdam!;18019413;Xer;;Centrum-Oost;5236832;49023;Entire home/apt;130;3;7;03.01.15;0.12;1;0
4052340;Spacious & comfortable family flat;21013779;Morly;;De Baarsjes - Oud-West;5236565;486005;Entire home/apt;246;2;27;23.06.19;0.55;1;173
4052965;Cosy private Studio on houseboat in the centre!;125667;Mich√®le;;De Pijp - Rivierenbuurt;5234983;488715;Private room;120;3;234;03.06.19;04. Mai;2;207
4053556;Great house  with  garden in nice neighborhood;21020782;Koen;;De Aker - Nieuw Sloten;5234922;48076;Entire home/apt;79;2;16;15.06.19;Jan/41;1;0
4054356;Great location lovely studio shared with your host;1882069;Kriss;;De Baarsjes - Oud-West;5236155;486428;Shared room;51;1;181;01.06.19;03. Sep;1;80
4057394;110m2: light, bright and new!;21042827;Tabitha;;Centrum-Oost;5236712;492624;Entire home/apt;150;10;7;01.10.18;0.13;1;223
4057422;MY AMSTERDAM DREAM ‚ù§Ô∏è;3077461;Luis;;Centrum-Oost;5236278;489207;Entire home/apt;500;1;110;17.04.19;Jan/87;1;365
4059685;Lovely Apt. at Vondelpak  & Centre;9532473;Leon;;De Baarsjes - Oud-West;5236099;486313;Private room;50;4;83;27.05.19;Jan/43;1;19
4061531;Cozy Apartment near city centre;19319187;Anne;;De Baarsjes - Oud-West;5237051;485435;Entire home/apt;99;1;7;26.06.19;0.18;1;6
4062563;Stylisch veranda/garden apartment  near Vondelparc;20251646;Anne;;Zuid;5235349;485043;Entire home/apt;199;1;46;16.06.19;0.78;1;21
4062732;Cosy Apartment, Small roof terrace;21072890;Martijn;;De Baarsjes - Oud-West;5236325;486159;Entire home/apt;145;3;54;02.06.19;0.92;1;0
4064519;Ruim nieuwbouw appartement boven De Hallen;21080517;Anne-Marie;;De Baarsjes - Oud-West;5236534;486778;Entire home/apt;150;4;11;28.06.19;0.24;1;7
4064665;Hidden gem in Amsterdam;3105007;Sip;;Centrum-West;5238615;488507;Entire home/apt;200;3;11;19.05.19;0.92;1;0
4070776;Great apartment in Amsterdam;21114003;John;;Slotervaart;5236414;48437;Entire home/apt;95;2;1;03.01.15;0.02;1;0
4076064;Cosy and relaxing 2-room apartment with Sauna;21140713;Vladimir;;Oostelijk Havengebied - Indische Buurt;5236798;494016;Entire home/apt;130;3;14;23.06.19;0.94;1;24
4076101;GREAT PLACE, SMALL PRICE !!!;20887143;Bernard;;Oud-Oost;5234937;491395;Entire home/apt;119;3;13;30.04.17;0.22;1;188
4076501;Bright & comfy private room, close to Vondelpark;6833668;Marieke;;Zuid;523536;486634;Private room;80;1;64;02.07.19;01. Sep;1;321
4078976;Stylish appartment with canalview;14728307;Herman;;De Baarsjes - Oud-West;523742;485598;Entire home/apt;89;4;13;13.05.19;0.23;1;0
4083016;Beautiful light home AT CENTRUM;21175917;Marcella;;Westerpark;5238222;487382;Entire home/apt;180;3;4;18.06.17;0.12;1;0
4086953;Sunny apartment with canal view;9560259;Joanna;;Westerpark;5238972;488569;Entire home/apt;135;2;19;16.11.18;0.32;1;0
4091250;Charming Apartment!;8088283;Coen;;De Baarsjes - Oud-West;5237019;484911;Entire home/apt;130;2;14;09.07.17;0.24;1;0
4096584;Bright appartment in the 9 streets, w/balcony;20140918;Anna;;Centrum-West;5236953;488682;Entire home/apt;150;3;28;20.10.18;0.49;1;8
4108615;Design house Amsterdam centre @park;21316248;Arnaud;;De Pijp - Rivierenbuurt;5235537;489495;Entire home/apt;329;5;3;26.04.19;0.08;1;196
4114043;Modern rooftop-apartment;7655141;Pieter;;Oud-Oost;5235714;490921;Entire home/apt;250;2;26;27.04.19;0.50;1;0
4114350;Renovated, Bright Design Apartment;2113812;Daniel;;De Baarsjes - Oud-West;5236949;485469;Entire home/apt;130;7;36;26.04.19;0.90;1;206
4118330;‚òÖSunny rooftop apt. in eclectic A'dam Oost/Centre‚òÖ;16864938;Willeke;;Oud-Oost;5235982;491348;Entire home/apt;162;3;0;;;1;58
4119684;Deluxe Modern Amstel Canal View;21371721;Sander;;Centrum-Oost;5236252;490487;Entire home/apt;349;1;61;15.05.19;01. Jul;1;346
4123212;canal view appartment close to city;21389584;Fenna;;De Baarsjes - Oud-West;523734;486405;Entire home/apt;120;4;0;;;1;0
4123722;Lovely apartment in the Jordaan next to the canals;21392268;Jet;;Centrum-West;523757;488717;Entire home/apt;220;3;21;01.10.18;0.38;1;0
4126052;Super Appartment- Center but quiet;12724394;Chretien;;Centrum-West;5238426;48882;Entire home/apt;89;3;120;16.04.19;Feb/38;1;20
4130746;Westerstraat Amsterdam;21430513;Alexander;;Centrum-West;5237859;488141;Entire home/apt;150;3;22;10.06.19;0.45;1;1
4131108;Cosy apartment Amsterdam Old-West;21432271;Annemieke;;De Baarsjes - Oud-West;5236139;48527;Entire home/apt;99;4;29;23.06.19;0.50;1;20
4134188;Spacious and light family house;1613517;Guillermo;;De Baarsjes - Oud-West;5236202;486638;Entire home/apt;300;3;11;30.05.18;0.19;1;158
4135057;Family apartment canal views center great location;21451385;Itziar;;Westerpark;5238514;487942;Entire home/apt;178;5;16;23.06.19;0.28;2;145
4136656;Very stylish and nice apartment in city centre;21377009;Esther;;De Baarsjes - Oud-West;5236452;486368;Entire home/apt;125;6;47;07.05.19;0.81;1;0
4140273;Studio +  garden and parking space.;17775549;Esther;;De Aker - Nieuw Sloten;5234401;478913;Private room;80;2;79;01.07.19;Jan/35;1;252
4147100;Quiet in heart center Amsterdam!;4028961;Heike;;Centrum-Oost;523617;488632;Entire home/apt;185;6;14;11.09.16;0.25;1;52
4147668;Bright, with balcony, lively area.;20465009;Alette;;Oud-Oost;5236207;492504;Private room;62;6;79;06.07.19;Jan/36;3;63
4147932;45m2 nice, light room & roofterrace;21488545;Enith;;Watergraafsmeer;523542;493597;Private room;79;2;211;16.06.19;Mär 64;1;290
4150731;Cosy apartment nexto Amstel River;21533878;Angelo;;Oud-Oost;5234897;491342;Entire home/apt;140;1;49;23.06.19;0.85;1;0
4152711;BEAUTIFUL FOR COUPLES+VIEW+CENTER !;14183886;Luis;;Oud-Oost;5235722;490718;Entire home/apt;93;3;4;10.05.15;0.07;29;69
4153045;Cosy Amsterdam-Center Apartment;2089403;Walter;;Centrum-Oost;5235916;489678;Entire home/apt;149;3;10;07.08.18;0.18;1;243
4153760;Cosy Studio, with outdoor Swimming;1552059;Ruben And Gaby;;Oostelijk Havengebied - Indische Buurt;5237498;494208;Entire home/apt;60;1;375;05.07.19;Jun/50;1;260
4154119;The Artist appartment.;21554935;Ingrid;;Centrum-Oost;5237037;492322;Entire home/apt;155;2;48;22.04.19;0.84;1;188
4157853;Cosy guest suite in Old City, Amsterdam;19562807;Tahier;;Centrum-West;5237299;489634;Private room;150;3;105;25.06.19;02. Feb;2;263
4158675;Relaxed and Sunny Apartment;21581535;Wouter;;Oud-Oost;5235717;492426;Entire home/apt;94;6;16;17.06.19;0.28;1;11
4159492;SUNNY & COZY apartment @ DE PIJP;16343704;Eva;;De Pijp - Rivierenbuurt;5235366;490143;Entire home/apt;130;3;25;15.07.18;0.43;1;0
4159580;Spacious apartment with canal view;5225843;Remy;;De Baarsjes - Oud-West;5236832;485768;Entire home/apt;105;3;6;14.04.16;0.11;1;0
4160759;Canal view and center location! ;9529332;Jan;;Centrum-Oost;5236386;48998;Entire home/apt;219;3;33;22.04.19;0.57;1;4
4165873;Comfortable apartment A'dam-West;21622373;Hein;;Bos en Lommer;5237641;485019;Entire home/apt;150;2;22;18.09.17;0.38;1;89
4167562;A one room rent in a fully equiped family house;21629143;Christa;;De Baarsjes - Oud-West;5236617;487588;Private room;150;7;0;;;1;0
4169219;Amsterdam | Garden | 15 min from central station!;21634661;Patricia;;Noord-Oost;5239173;495297;Entire home/apt;150;4;32;10.06.19;0.55;1;166
4169844;72 SqM, 2 BR apartment, beautiful & convenient;5999490;Dennis;;Watergraafsmeer;5235494;493514;Entire home/apt;300;3;19;28.05.19;0.79;1;4
4172192;Brand new central apartment +garden;7821104;Merle;;Zuid;5234896;486433;Entire home/apt;149;2;37;17.05.19;0.64;1;0
4178337;Light, 2 Bedr Apartment centre/East;21675181;Rogier;;Oud-Oost;523626;492803;Entire home/apt;90;2;3;02.01.17;0.07;1;0
4179215;Spacious, Light & Airy. Tranquil but in the Centre;505359;Anna;;Centrum-Oost;5236374;489324;Entire home/apt;150;3;11;27.11.16;0.19;1;0
4180798;23 m2 room in idyllic old centre;21689300;Erik;;Centrum-Oost;5237226;490411;Private room;119;1;79;10.06.19;Jan/39;1;72
4185598;Spacious apartment in Old West with rooftop;2129723;Aukeline;;De Baarsjes - Oud-West;523677;486778;Entire home/apt;180;3;7;09.02.18;0.14;1;0
4185741;Canal house on absolute A-location;21716808;Nico;;Centrum-Oost;5236082;49027;Entire home/apt;175;2;7;01.03.19;0.12;1;0
4187658;Spacious houseboat for family;21725610;Hadewych;;Centrum-West;5236956;488176;Entire home/apt;275;4;90;05.07.19;Jan/55;1;0
4200266;cosy and spacious apartment;6411492;Pedro;;Slotervaart;5235098;484049;Entire home/apt;140;2;1;13.02.19;0.21;1;0
4200646;Authentic Apartment in the Pijp! 2 bedrooms 4p;17960124;Rob & Kirsten;;De Pijp - Rivierenbuurt;523529;489277;Entire home/apt;140;3;50;03.06.19;0.86;1;18
4201169;Beautiful apartment close to Vondelpark/centre |2P;20597798;Daphne;;De Baarsjes - Oud-West;5236192;485403;Entire home/apt;100;2;7;15.04.17;0.12;1;0
4202056;Great location 'De Pijp' +garden 4p;20232191;Hans;;De Pijp - Rivierenbuurt;5235256;488917;Entire home/apt;199;6;5;03.05.15;0.09;1;0
4207178;cozy and well furnished apartment;11121581;Dominique;;Bos en Lommer;523828;485041;Entire home/apt;112;2;48;17.06.19;0.83;1;189
4207389;*Extraordinary* Design Suite Faralda Crane Hotel;21831151;Faralda;;Oud-Noord;5240215;489127;Private room;865;1;3;11.11.18;0.09;4;339
4209003;Newly renovated 1 bedroom apartment;21840395;Thomas;;De Baarsjes - Oud-West;5237211;485133;Entire home/apt;105;5;12;28.10.17;0.22;1;0
4209897;Top Location -beautifull apartment ;6558000;Tessy;;Zuid;5235306;487587;Entire home/apt;425;3;44;04.06.19;0.80;1;137
4210531;BBBellamy;21845977;Debby;;De Baarsjes - Oud-West;5236659;48651;Private room;90;1;522;07.07.19;09. Aug;2;152
4213099;Great place to stay in Amsterdam;2504228;Neven;;Zuid;523521;485089;Entire home/apt;225;3;12;05.05.19;0.22;1;259
4213574;museum area, garden, city centre;12688601;Tjarda;;De Baarsjes - Oud-West;5236514;4877;Entire home/apt;141;2;25;04.10.17;0.44;1;0
4213785;Big & Bright!;21179852;Bastiaan;;Bos en Lommer;5237765;484913;Entire home/apt;300;3;47;27.04.19;0.82;1;22
4214273;Modern apartment with large garden.;21870394;John;;Oud-Oost;5235855;492138;Entire home/apt;250;2;64;07.05.19;01. Okt;1;358
4216576;Wonderfull comfortable family house in Amsterdam;15822324;Esther En Stefan;;Oud-Noord;5239225;493419;Entire home/apt;175;3;20;02.06.19;0.35;1;10
4216625;Light modern house with terrace;72890;Anneke;;Zuid;5234313;486154;Entire home/apt;160;2;24;07.07.19;0.62;1;237
4220229;close to museum square - hip quarter;21903890;Elisabeth;;De Pijp - Rivierenbuurt;5235517;488802;Entire home/apt;99;3;36;02.07.17;0.62;1;0
4223002;Great 2 bedroom appartment ;21914885;Martijn;;De Pijp - Rivierenbuurt;5235315;488882;Entire home/apt;200;2;34;15.10.17;0.59;2;0
4224540;Great Big Bedroom in Amsterdam!!!;10565382;Wouter;;De Pijp - Rivierenbuurt;5234048;490323;Private room;89;1;236;02.07.19;Apr/54;1;75
4225575;Historical ship near city center;10811675;Rene;;Westerpark;5239164;488953;Private room;110;2;58;03.07.19;01. Mai;1;94
4228438;Cosy family apartment in Westerpark;21824597;Esther;;Westerpark;5238498;487365;Entire home/apt;159;3;34;10.06.19;0.71;1;160
4228854;Unique & quiet in the citycentre;21947631;Martijn;;Centrum-Oost;5237096;492249;Entire home/apt;95;7;1;04.01.15;0.02;1;0
4228872;Lovely  apartment waterfront;7320594;Jan;;Westerpark;5239094;48839;Entire home/apt;79;10;9;23.05.19;0.22;1;188
4232124;PERFECTLY LOCATED, cozy & bright studio!;4459863;Bart;;De Baarsjes - Oud-West;5237166;487072;Private room;95;3;311;23.06.19;Mai 38;1;36
4232593;Super top 1 tot 11 juni;21963726;Peter;;De Pijp - Rivierenbuurt;5235503;490234;Entire home/apt;99;3;35;28.08.17;0.63;1;0
4237825;Stylish & Elegant in De Pijp - with garden;21992318;Madeleine;;De Pijp - Rivierenbuurt;5235081;489465;Entire home/apt;150;4;10;31.07.18;0.18;1;72
4239311;Spacious 2-bedroom incl. balcony;7710437;Philipp;;De Pijp - Rivierenbuurt;5235121;488904;Entire home/apt;200;3;10;19.11.18;0.17;1;0
4240895;Beautiful sunny apartment on a perfect location;12072765;Roelof;;Westerpark;5238061;487595;Entire home/apt;150;1;32;24.09.17;0.93;1;0
4242987;Luxury apartment at the Vondelpark;21990635;Lionel;;Zuid;5235805;487593;Entire home/apt;219;5;134;05.06.19;Feb/37;1;34
4243338;A bright spacious home in AMS;15073999;Annika;;De Pijp - Rivierenbuurt;5234637;490446;Entire home/apt;150;4;0;;;1;0
4248769;Citycentre, Canal-house, 5 Star, Room+Ensuite;22047244;Gerard;;Centrum-Oost;5237051;490255;Private room;130;1;391;05.07.19;Jun/88;1;203
4251291;Unique room in colorful area in central Amsterdam;12190267;Erik;;Centrum-Oost;523717;490078;Private room;125;3;30;02.07.19;Jan/95;1;29
4253285;Unique loft in city centre of A'dam;7937328;Quirijn;;Centrum-Oost;5235929;489391;Entire home/apt;300;2;3;03.01.15;0.05;1;0
4255200;Stylish quiet apartment near Zoo, Museum‚èπ, CCenter;22082242;Hayco & L√©onie;;Oud-Oost;5235821;492721;Entire home/apt;105;1;19;23.10.18;Jan/64;2;0
4259933;Cuyp market ('de Pijp') modern apartment!;11794055;Pauline;;De Pijp - Rivierenbuurt;52357;489435;Entire home/apt;200;2;42;10.06.19;0.91;1;2
4260547;Beautiful luxurious + spacious app;22083112;Amber;;Slotervaart;5236466;484216;Entire home/apt;179;2;19;01.07.19;0.35;1;132
4260708;Bright apartment with massive roof terrace;3314081;Rob;;Oud-Oost;5235785;492453;Entire home/apt;115;2;13;02.06.19;0.23;1;0
4264961;Charming little house in Amsterdam;10045100;May;;De Pijp - Rivierenbuurt;5235143;49073;Entire home/apt;175;2;10;11.07.15;0.17;1;0
4265086;Clean apartment Amsterdam;22140146;Maarten;;De Pijp - Rivierenbuurt;5234235;491124;Entire home/apt;59;1;0;;;1;0
4265090;Quiet apartment near Jordaan;22140540;Gerrianne En Brennus;;Westerpark;5238021;486865;Entire home/apt;100;2;45;11.11.18;0.79;1;0
4265569;Light house close to city center;22142348;Floortje;;Oostelijk Havengebied - Indische Buurt;5236818;494262;Entire home/apt;92;3;48;29.10.18;0.83;1;0
4266835;Amsterdam City Centre two-floor apt;1467056;Emre & Kate;;Westerpark;5238972;488713;Private room;245;2;25;05.01.19;0.43;1;0
4267516;Apartment with great view and three terraces!;14200991;Huub;;Centrum-Oost;5236765;49263;Entire home/apt;169;2;0;;;1;0
4274135;design apartment close to center;21835036;Silvester;;Watergraafsmeer;5235477;493013;Entire home/apt;99;8;2;30.10.14;0.03;1;0
4276796;Charming app. next to Rijksmuseum;7256818;Caroline;;De Pijp - Rivierenbuurt;5235711;488922;Entire home/apt;119;6;12;16.08.18;0.21;1;0
4278312;Delightfull spacious room in gorgeous home;15712909;Nima;;Noord-West;5241278;489351;Private room;80;2;84;25.06.19;02. Sep;3;171
4281417;Holiday on Houseboat Amstel;3327797;Myra;;Centrum-Oost;5236268;49023;Entire home/apt;389;2;22;02.06.19;0.40;2;218
4282186;Double room next to Vondelpark;22231426;Anna;;Zuid;5235387;485975;Private room;67;1;366;28.06.19;Jun/46;1;69
4282415;Peaceful haven in lively Jordaan!;4108308;Boukje;;Centrum-West;5237906;488236;Entire home/apt;250;4;31;12.06.19;0.54;1;115
4282686;The North is the Place to Be ! Very Private.;22233513;Jeroen;;Noord-West;5240716;491485;Private room;62;2;293;02.07.19;Mai 33;1;296
4283460;Room #1 - on canal/Pool Table/Spa/Roof area;12327340;Michelle;;Centrum-West;5237764;487866;Private room;90;1;127;02.07.19;Feb/72;2;330
4285448;Lovely doll-house in Amsterdam!;21349978;Willeke;;Centrum-West;5236992;48793;Entire home/apt;229;5;6;29.05.17;0.11;1;358
4285470;CLASSIC place in Old South with garden!;6722108;Marieke;;Zuid;5234696;485836;Entire home/apt;99;3;18;02.11.18;0.32;1;0
4286134;Cozy 3-room appartment with a big balcony;22250275;Thomas;;De Baarsjes - Oud-West;5237235;484831;Entire home/apt;115;2;3;21.05.18;0.16;1;0
4289342;BnB Docklands Amsterdam;14278442;Ad;;Oostelijk Havengebied - Indische Buurt;5237147;494439;Private room;89;3;67;01.07.19;Jan/17;1;5
4289929;Cozy house with a beautiful garden ;22272559;Dianne;;IJburg - Zeeburgereiland;5235641;49942;Entire home/apt;149;3;12;26.08.18;0.22;1;157
4291650;Beautiful home in the center;14941167;Alondra;;Westerpark;5237706;487688;Entire home/apt;110;5;11;18.02.19;0.26;1;0
4292047;At home in Amsterdam;11236337;Maxime;;De Pijp - Rivierenbuurt;5235507;488943;Entire home/apt;275;4;4;13.05.19;0.32;1;26
4294917;Beautiful central city home;10668762;Merel;;Centrum-Oost;5236203;490916;Entire home/apt;122;14;0;;;1;0
4295087;Modern & Light Apt. Amsterdam East;19969945;Don;;Oud-Oost;5235583;491715;Entire home/apt;95;4;27;11.04.19;0.67;1;0
4299280;Lovely flat in the centre Amsterdam;17321895;Alexander;;Centrum-Oost;5236029;489378;Entire home/apt;250;3;28;06.01.19;0.49;1;16
4300022;Cosy & bright apartment on great location!;5933288;Emiel;;Oud-Oost;523565;491283;Entire home/apt;149;2;69;21.06.19;Jan/20;1;0
4301370;My happy home available for you;22327285;Caroline;;Oud-Oost;5235758;492078;Entire home/apt;125;3;7;21.10.15;0.12;1;0
4308174;Bright apartment by Westerpark;8825803;Anne;;Westerpark;5238382;487292;Entire home/apt;170;3;10;18.12.18;0.25;1;0
4314207;Vintage apartment near Amsterdam CS;852299;Nick;;Noord-Oost;524001;493599;Entire home/apt;120;30;9;31.05.18;0.16;1;329
4314620;Sunny home, hip area, creative vibes, canal & cat;6143602;Nicole;;Westerpark;5238019;48759;Entire home/apt;78;15;1;08.02.15;0.02;1;0
4316201;LIGHT COMFORTABLE APARTMENT IN CENTRAL TRENDY AREA;10528684;Nadine;;Oud-Oost;5236021;492421;Entire home/apt;127;6;5;29.11.18;0.09;1;0
4320334;Apartment in the up and coming East;22430852;Tanja;;Oud-Oost;523547;491637;Entire home/apt;120;3;18;01.06.19;0.31;1;0
4324208;Beautiful house in the City Centre!;22452578;Liesbeth;;De Pijp - Rivierenbuurt;5235607;490191;Entire home/apt;179;3;6;07.05.17;0.12;1;0
4324481;Nice apartment near city centre;22454739;Felix;;De Baarsjes - Oud-West;5236441;486351;Entire home/apt;89;1;0;;;1;0
4326507;Amazing monumental apartment ;4034148;Karlijn;;Centrum-West;523798;489212;Entire home/apt;90;2;6;25.09.15;0.11;1;0
4329449;FullHDHome Cinema Double Bedroom Loft.;22479558;Robert;;De Baarsjes - Oud-West;5236725;487589;Entire home/apt;150;1;62;17.06.19;01. Aug;1;0
4329770;Authentic and cosy apartment with garden;14708079;Coen;;De Baarsjes - Oud-West;5237054;486851;Entire home/apt;130;3;9;31.07.17;0.29;1;0
4331251;Family home on strategic location;2341442;Ananda;;De Baarsjes - Oud-West;5237024;486432;Entire home/apt;125;4;1;03.01.16;0.02;1;0
4336148;Elegant apartment with amazing view;19818392;Offer;;Centrum-Oost;5236382;491728;Entire home/apt;150;2;0;;;1;0
4337733;Beautiful apt, 5 minutes to center;5287167;Lee;;Oud-Oost;5236329;492801;Entire home/apt;130;4;5;02.05.16;0.09;1;0
4339481;Romantic app. Vondelpark with bikes;3157950;Annoek;;De Baarsjes - Oud-West;5235808;485896;Entire home/apt;110;6;24;11.11.18;0.43;1;4
